date,actual_price,forecast_price
2025-10-01,24500,24720.643
2025-10-02,24500,24925.742
2025-10-03,24500,25135.447
2025-10-06,24500,25334.914
2025-10-07,24500,25520.44
2025-10-08,24500,25691.201
2025-10-09,24500,25845.912
2025-10-10,24500,25986.652
2025-10-13,24500,26114.783
2025-10-14,24500,26231.246
2025-10-15,24500,26336.99
2025-10-16,24500,26432.873
2025-10-17,24500,26519.701
2025-10-20,24500,26598.248
2025-10-21,24500,26669.229
2025-10-22,24500,26733.31
2025-10-23,24500,26791.125
2025-10-24,25500,26843.242
2025-10-27,25750,26890.193
2025-10-28,25750,26932.46
2025-10-29,25750,26970.496
2025-10-30,25750,27004.705
