date,actual_price,forecast_price
2025-10-01,24500,24870.553
2025-10-02,24500,25324.924
2025-10-03,24500,25732.264
2025-10-06,24500,26104.082
2025-10-07,24500,26461.81
2025-10-08,24500,26811.809
2025-10-09,24500,27153.596
2025-10-10,24500,27485.404
2025-10-13,24500,27805.596
2025-10-14,24500,28112.799
2025-10-15,24500,28405.932
2025-10-16,24500,28684.154
2025-10-17,24500,28946.617
2025-10-20,24500,29192.988
2025-10-21,24500,29423.271
2025-10-22,24500,29637.908
2025-10-23,24500,29837.53
2025-10-24,25500,30022.754
2025-10-27,25750,30194.188
2025-10-28,25750,30352.467
2025-10-29,25750,30498.283
2025-10-30,25750,30632.346
