date,actual_price,forecast_price
2025-10-01,24500,24841.863
2025-10-02,24500,25136.334
2025-10-03,24500,25385.96
2025-10-06,24500,25629.56
2025-10-07,24500,25862.99
2025-10-08,24500,26080.186
2025-10-09,24500,26281.22
2025-10-10,24500,26466.443
2025-10-13,24500,26636.424
2025-10-14,24500,26791.91
2025-10-15,24500,26933.686
2025-10-16,24500,27062.586
2025-10-17,24500,27179.486
2025-10-20,24500,27285.264
2025-10-21,24500,27380.783
2025-10-22,24500,27466.875
2025-10-23,24500,27544.344
2025-10-24,25500,27613.947
2025-10-27,25750,27676.396
2025-10-28,25750,27732.36
2025-10-29,25750,27782.459
2025-10-30,25750,27827.262
