date,actual_price,forecast_price
2025-10-01,13700,13643.712
2025-10-02,13700,13561.054
2025-10-03,13700,13463.547
2025-10-06,13700,13377.488
2025-10-07,13700,13306.434
2025-10-08,13700,13246.362
2025-10-09,13700,13192.502
2025-10-10,13700,13141.501
2025-10-13,13700,13091.586
2025-10-14,13700,13042.09
2025-10-15,13700,12992.932
2025-10-16,13700,12944.269
2025-10-17,13700,12896.281
2025-10-20,13700,12849.119
2025-10-21,13700,12802.87
2025-10-22,13700,12757.577
2025-10-23,13700,12713.256
2025-10-24,13750,12669.9
2025-10-27,13700,12627.499
2025-10-28,13700,12586.033
2025-10-29,13700,12545.485
2025-10-30,13700,12505.835
