date,actual_price,forecast_price
2025-10-01,13700,13503.757
2025-10-02,13700,13411.689
2025-10-03,13700,13269.916
2025-10-06,13700,13121.436
2025-10-07,13700,12983.68
2025-10-08,13700,12862.302
2025-10-09,13700,12757.103
2025-10-10,13700,12665.439
2025-10-13,13700,12584.143
2025-10-14,13700,12510.42
2025-10-15,13700,12442.059
2025-10-16,13700,12377.437
2025-10-17,13700,12317.386
2025-10-20,13700,12260.3955
2025-10-21,13700,12206.434
2025-10-22,13700,12154.927
2025-10-23,13700,12106.015
2025-10-24,13750,12059.471
2025-10-27,13700,12015.114
2025-10-28,13700,11972.781
2025-10-29,13700,11932.316
2025-10-30,13700,11893.576
