date,actual_price,forecast_price
2025-10-01,13700,13718.386
2025-10-02,13700,13749.563
2025-10-03,13700,13756.025
2025-10-06,13700,13748.587
2025-10-07,13700,13731.394
2025-10-08,13700,13721.609
2025-10-09,13700,13707.829
2025-10-10,13700,13692.13
2025-10-13,13700,13675.773
2025-10-14,13700,13659.666
2025-10-15,13700,13643.685
2025-10-16,13700,13627.824
2025-10-17,13700,13612.028
2025-10-20,13700,13596.571
2025-10-21,13700,13581.418
2025-10-22,13700,13566.562
2025-10-23,13700,13552.002
2025-10-24,13750,13537.75
2025-10-27,13700,13523.801
2025-10-28,13700,13510.15
2025-10-29,13700,13496.786
2025-10-30,13700,13483.705
