date,actual_price,forecast_price
2025-10-01,13700,13721.854
2025-10-02,13700,13811.168
2025-10-03,13700,13868.05
2025-10-06,13700,13897.787
2025-10-07,13700,13903.934
2025-10-08,13700,13942.824
2025-10-09,13700,13975.711
2025-10-10,13700,14002.707
2025-10-13,13700,14025.595
2025-10-14,13700,14050.67
2025-10-15,13700,14076.988
2025-10-16,13700,14103.092
2025-10-17,13700,14127.051
2025-10-20,13700,14151.278
2025-10-21,13700,14175.653
2025-10-22,13700,14199.887
2025-10-23,13700,14223.684
2025-10-24,13750,14247.176
2025-10-27,13700,14270.488
2025-10-28,13700,14293.655
2025-10-29,13700,14316.544
2025-10-30,13700,14339.171
