date,actual_price,forecast_price
2025-10-01,24500,24425.3
2025-10-02,24500,24364.328
2025-10-03,24500,24307.535
2025-10-06,24500,24250.244
2025-10-07,24500,24190.25
2025-10-08,24500,24127.477
2025-10-09,24500,24062.46
2025-10-10,24500,23995.826
2025-10-13,24500,23928.137
2025-10-14,24500,23859.885
2025-10-15,24500,23791.492
2025-10-16,24500,23723.33
2025-10-17,24500,23655.701
2025-10-20,24500,23588.867
2025-10-21,24500,23523.04
2025-10-22,24500,23458.379
2025-10-23,24500,23395.016
2025-10-24,25500,23333.031
2025-10-27,25750,23272.49
2025-10-28,25750,23213.424
2025-10-29,25750,23155.846
2025-10-30,25750,23099.75
