date,actual_price,forecast_price
2025-10-01,24500,24437.775
2025-10-02,24500,24398.812
2025-10-03,24500,24373.666
2025-10-06,24500,24351.1
2025-10-07,24500,24325.979
2025-10-08,24500,24297.615
2025-10-09,24500,24267.074
2025-10-10,24500,24235.629
2025-10-13,24500,24204.24
2025-10-14,24500,24173.467
2025-10-15,24500,24143.613
2025-10-16,24500,24114.842
2025-10-17,24500,24087.197
2025-10-20,24500,24060.65
2025-10-21,24500,24035.174
2025-10-22,24500,24010.736
2025-10-23,24500,23987.316
2025-10-24,25500,23964.887
2025-10-27,25750,23943.42
2025-10-28,25750,23922.873
2025-10-29,25750,23903.217
2025-10-30,25750,23884.412
