date,actual_price,forecast_price
2025-10-01,24500,24461.207
2025-10-02,24500,24438.59
2025-10-03,24500,24416.898
2025-10-06,24500,24393.055
2025-10-07,24500,24366.602
2025-10-08,24500,24338.13
2025-10-09,24500,24308.324
2025-10-10,24500,24277.777
2025-10-13,24500,24246.96
2025-10-14,24500,24216.234
2025-10-15,24500,24185.87
2025-10-16,24500,24156.111
2025-10-17,24500,24127.275
2025-10-20,24500,24099.396
2025-10-21,24500,24072.463
2025-10-22,24500,24046.451
2025-10-23,24500,24021.35
2025-10-24,25500,23997.143
2025-10-27,25750,23973.809
2025-10-28,25750,23951.322
2025-10-29,25750,23929.656
2025-10-30,25750,23908.785
