date,actual_price,forecast_price
2025-10-01,13000,13047.752
2025-10-02,13000,13058.258
2025-10-03,13000,13066.988
2025-10-06,13000,13070.155
2025-10-07,13000,13069.139
2025-10-08,13000,13065.423
2025-10-09,13000,13060.111
2025-10-10,13000,13054.0
2025-10-13,13000,13047.603
2025-10-14,13000,13041.219
2025-10-15,13000,13035.012
2025-10-16,13000,13029.057
2025-10-17,13000,13023.382
2025-10-20,13000,13017.987
2025-10-21,13000,13012.862
2025-10-22,13000,13007.996
2025-10-23,13000,13003.374
2025-10-24,13000,12998.982
2025-10-27,13000,12994.8125
2025-10-28,13000,12990.855
2025-10-29,13000,12987.1
2025-10-30,13000,12983.539
