date,actual_price,forecast_price
2025-10-01,13000,13037.903
2025-10-02,13000,13065.565
2025-10-03,13000,13084.217
2025-10-06,13000,13095.933
2025-10-07,13000,13104.674
2025-10-08,13000,13112.22
2025-10-09,13000,13119.318
2025-10-10,13000,13126.245
2025-10-13,13000,13133.0625
2025-10-14,13000,13139.745
2025-10-15,13000,13146.229
2025-10-16,13000,13152.446
2025-10-17,13000,13158.354
2025-10-20,13000,13163.955
2025-10-21,13000,13169.261
2025-10-22,13000,13174.237
2025-10-23,13000,13178.886
2025-10-24,13000,13183.225
2025-10-27,13000,13187.283
2025-10-28,13000,13191.089
2025-10-29,13000,13194.662
2025-10-30,13000,13198.023
