date,actual_price,forecast_price
2025-10-01,13000,13150.609
2025-10-02,13000,13228.363
2025-10-03,13000,13304.968
2025-10-06,13000,13378.326
2025-10-07,13000,13448.164
2025-10-08,13000,13515.352
2025-10-09,13000,13579.169
2025-10-10,13000,13639.433
2025-10-13,13000,13696.7705
2025-10-14,13000,13751.177
2025-10-15,13000,13802.786
2025-10-16,13000,13851.715
2025-10-17,13000,13898.082
2025-10-20,13000,13942.005
2025-10-21,13000,13983.597
2025-10-22,13000,14022.965
2025-10-23,13000,14060.216
2025-10-24,13000,14095.448
2025-10-27,13000,14128.765
2025-10-28,13000,14160.254
2025-10-29,13000,14190.012
2025-10-30,13000,14218.121
