date,actual_price,forecast_price
2025-10-01,120550,118894.63
2025-10-02,120550,118282.98
2025-10-03,120550,117695.375
2025-10-06,120550,117140.3
2025-10-07,120550,116628.37
2025-10-08,120550,116164.64
2025-10-09,120550,115750.3
2025-10-10,120550,115384.336
2025-10-13,120550,115064.25
2025-10-14,120550,114786.7
2025-10-15,120550,114547.875
2025-10-16,120550,114343.79
2025-10-17,120550,114170.49
2025-10-20,120550,114024.195
2025-10-21,120550,113901.33
2025-10-22,120550,113798.63
2025-10-23,120550,113713.16
2025-10-24,120700,113642.26
2025-10-27,120450,113583.63
2025-10-28,120450,113535.234
2025-10-29,120450,113495.3
2025-10-30,120450,113462.32
