date,actual_price,forecast_price
2025-10-01,120550,119515.37
2025-10-02,120550,119037.875
2025-10-03,120550,118598.37
2025-10-06,120550,118203.99
2025-10-07,120550,117849.4
2025-10-08,120550,117529.38
2025-10-09,120550,117239.23
2025-10-10,120550,116974.9
2025-10-13,120550,116733.05
2025-10-14,120550,116510.914
2025-10-15,120550,116306.18
2025-10-16,120550,116116.89
2025-10-17,120550,115941.67
2025-10-20,120550,115778.77
2025-10-21,120550,115626.9
2025-10-22,120550,115486.08
2025-10-23,120550,115355.16
2025-10-24,120700,115233.36
2025-10-27,120450,115120.02
2025-10-28,120450,115014.5
2025-10-29,120450,114916.195
2025-10-30,120450,114824.586
