date,actual_price,forecast_price
2025-10-01,120550,119661.984
2025-10-02,120550,119190.25
2025-10-03,120550,118744.15
2025-10-06,120550,118348.555
2025-10-07,120550,117999.92
2025-10-08,120550,117692.734
2025-10-09,120550,117421.36
2025-10-10,120550,117180.84
2025-10-13,120550,116966.945
2025-10-14,120550,116776.1
2025-10-15,120550,116605.305
2025-10-16,120550,116452.016
2025-10-17,120550,116314.1
2025-10-20,120550,116189.734
2025-10-21,120550,116077.36
2025-10-22,120550,115975.65
2025-10-23,120550,115883.44
2025-10-24,120700,115799.76
2025-10-27,120450,115723.73
2025-10-28,120450,115654.57
2025-10-29,120450,115591.64
2025-10-30,120450,115534.35
