date,actual_price,forecast_price
2025-10-01,120550,119349.57
2025-10-02,120550,118930.2
2025-10-03,120550,118505.87
2025-10-06,120550,118101.01
2025-10-07,120550,117725.06
2025-10-08,120550,117382.195
2025-10-09,120550,117073.11
2025-10-10,120550,116796.31
2025-10-13,120550,116549.24
2025-10-14,120550,116328.9
2025-10-15,120550,116132.266
2025-10-16,120550,115956.43
2025-10-17,120550,115802.86
2025-10-20,120550,115665.32
2025-10-21,120550,115541.35
2025-10-22,120550,115431.805
2025-10-23,120550,115334.04
2025-10-24,120700,115246.75
2025-10-27,120450,115168.75
2025-10-28,120450,115098.99
2025-10-29,120450,115036.56
2025-10-30,120450,114980.66
