mode,komoditas,window,units,epochs,batch_size,test_MAE,test_RMSE,test_MAPE,forecast_MAPE_Okt2025
multivariate,Daging Sapi,7,32,150,32,1267.2206493692704,1354.7239906081727,1.0474949686133666,4.149180998428062
multivariate,Daging Sapi,7,64,150,32,841.6003798738575,894.1209619538215,0.6949757996788248,4.134258932645849
multivariate,Daging Sapi,14,32,150,32,1019.0390254739381,1082.5920773574132,0.8408027694622172,3.383124135065633
multivariate,Daging Sapi,14,64,150,32,785.1180020734638,844.597742880116,0.648318091438025,3.3161882055610095
multivariate,Daging Sapi,30,32,150,32,1212.774879807697,1268.6056333239326,1.0006735917724259,4.5192172115068585
multivariate,Daging Sapi,30,64,150,32,571.5502003205173,650.4413849790097,0.4715946368953522,3.0193219606638015
