date,actual_price,forecast_price
2025-10-01,36500,36549.84
2025-10-02,36500,36629.598
2025-10-03,36500,36532.113
2025-10-06,36500,36327.426
2025-10-07,36500,36067.99
2025-10-08,36500,35825.438
2025-10-09,36500,35553.742
2025-10-10,36500,35266.48
2025-10-13,36500,34973.668
2025-10-14,36500,34681.312
2025-10-15,36500,34390.258
2025-10-16,36500,34101.613
2025-10-17,36500,33816.668
2025-10-20,36500,33537.25
2025-10-21,36500,33263.863
2025-10-22,36500,32996.965
2025-10-23,36500,32736.957
2025-10-24,35900,32484.197
2025-10-27,34750,32238.889
2025-10-28,34750,32001.146
2025-10-29,34750,31771.037
2025-10-30,34750,31548.578
