date,actual_price,forecast_price
2025-10-01,36500,36320.918
2025-10-02,36500,36080.28
2025-10-03,36500,35891.348
2025-10-06,36500,35739.973
2025-10-07,36500,35604.676
2025-10-08,36500,35473.14
2025-10-09,36500,35340.707
2025-10-10,36500,35206.574
2025-10-13,36500,35071.34
2025-10-14,36500,34935.83
2025-10-15,36500,34800.74
2025-10-16,36500,34666.637
2025-10-17,36500,34535.492
2025-10-20,36500,34407.105
2025-10-21,36500,34281.566
2025-10-22,36500,34158.73
2025-10-23,36500,34038.457
2025-10-24,35900,33920.656
2025-10-27,34750,33805.273
2025-10-28,34750,33692.28
2025-10-29,34750,33581.637
2025-10-30,34750,33473.32
