date,actual_price,forecast_price
2025-10-01,36500,36800.996
2025-10-02,36500,36819.75
2025-10-03,36500,36745.08
2025-10-06,36500,36637.754
2025-10-07,36500,36535.13
2025-10-08,36500,36455.125
2025-10-09,36500,36402.445
2025-10-10,36500,36374.176
2025-10-13,36500,36364.004
2025-10-14,36500,36364.934
2025-10-15,36500,36370.87
2025-10-16,36500,36377.273
2025-10-17,36500,36381.28
2025-10-20,36500,36381.48
2025-10-21,36500,36377.562
2025-10-22,36500,36369.906
2025-10-23,36500,36359.266
2025-10-24,35900,36346.496
2025-10-27,34750,36332.41
2025-10-28,34750,36317.664
2025-10-29,34750,36302.758
2025-10-30,34750,36288.008
