date,actual_price,forecast_price
2025-10-01,36500,36626.96
2025-10-02,36500,36647.957
2025-10-03,36500,36664.637
2025-10-06,36500,36700.4
2025-10-07,36500,36759.973
2025-10-08,36500,36814.473
2025-10-09,36500,36870.38
2025-10-10,36500,36926.504
2025-10-13,36500,36981.62
2025-10-14,36500,37036.04
2025-10-15,36500,37089.992
2025-10-16,36500,37143.59
2025-10-17,36500,37196.8
2025-10-20,36500,37249.645
2025-10-21,36500,37302.13
2025-10-22,36500,37354.234
2025-10-23,36500,37405.957
2025-10-24,35900,37457.297
2025-10-27,34750,37508.254
2025-10-28,34750,37558.82
2025-10-29,34750,37609.0
2025-10-30,34750,37658.785
