date,actual_price,forecast_price
2025-10-01,13700,13023.318
2025-10-02,13700,12818.408
2025-10-03,13700,12617.183
2025-10-06,13700,12438.821
2025-10-07,13700,12283.267
2025-10-08,13700,12147.892
2025-10-09,13700,12029.535
2025-10-10,13700,11925.218
2025-10-13,13700,11832.411
2025-10-14,13700,11749.074
2025-10-15,13700,11673.604
2025-10-16,13700,11604.763
2025-10-17,13700,11541.613
2025-10-20,13700,11483.455
2025-10-21,13700,11429.774
2025-10-22,13700,11380.203
2025-10-23,13700,11334.479
2025-10-24,13750,11292.416
2025-10-27,13700,11253.88
2025-10-28,13700,11218.759
2025-10-29,13700,11186.952
2025-10-30,13700,11158.347
