date,actual_price,forecast_price
2025-10-01,13700,13058.466
2025-10-02,13700,12819.062
2025-10-03,13700,12579.11
2025-10-06,13700,12359.508
2025-10-07,13700,12163.519
2025-10-08,13700,12004.184
2025-10-09,13700,11874.183
2025-10-10,13700,11773.271
2025-10-13,13700,11683.379
2025-10-14,13700,11607.926
2025-10-15,13700,11543.595
2025-10-16,13700,11487.9375
2025-10-17,13700,11438.968
2025-10-20,13700,11395.462
2025-10-21,13700,11356.483
2025-10-22,13700,11321.466
2025-10-23,13700,11289.72
2025-10-24,13750,11260.802
2025-10-27,13700,11234.355
2025-10-28,13700,11210.087
2025-10-29,13700,11187.746
2025-10-30,13700,11167.121
