date,actual_price,forecast_price
2025-10-01,13700,13183.574
2025-10-02,13700,12914.673
2025-10-03,13700,12661.156
2025-10-06,13700,12470.324
2025-10-07,13700,12333.1455
2025-10-08,13700,12235.364
2025-10-09,13700,12164.623
2025-10-10,13700,12111.843
2025-10-13,13700,12070.842
2025-10-14,13700,12037.594
2025-10-15,13700,12009.544
2025-10-16,13700,11985.113
2025-10-17,13700,11963.337
2025-10-20,13700,11943.625
2025-10-21,13700,11925.615
2025-10-22,13700,11909.068
2025-10-23,13700,11893.825
2025-10-24,13750,11879.758
2025-10-27,13700,11866.767
2025-10-28,13700,11854.764
2025-10-29,13700,11843.672
2025-10-30,13700,11833.415
