date,actual_price,forecast_price
2025-10-01,13700,13026.826
2025-10-02,13700,12817.399
2025-10-03,13700,12624.729
2025-10-06,13700,12461.65
2025-10-07,13700,12326.274
2025-10-08,13700,12217.039
2025-10-09,13700,12127.586
2025-10-10,13700,12055.097
2025-10-13,13700,11992.665
2025-10-14,13700,11939.581
2025-10-15,13700,11893.992
2025-10-16,13700,11854.519
2025-10-17,13700,11820.098
2025-10-20,13700,11789.916
2025-10-21,13700,11763.324
2025-10-22,13700,11739.809
2025-10-23,13700,11718.935
2025-10-24,13750,11700.349
2025-10-27,13700,11683.754
2025-10-28,13700,11668.901
2025-10-29,13700,11655.58
2025-10-30,13700,11643.609
