mode,subset,komoditas,window_size,window_ke,hari_1,hari_2,hari_3,hari_4,hari_5,hari_6,hari_7,target_hari_8
univariate,train,Bawang Merah,7,0,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506
univariate,train,Bawang Merah,7,1,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506
univariate,train,Bawang Merah,7,2,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506
univariate,train,Bawang Merah,7,3,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506
univariate,train,Bawang Merah,7,4,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506
univariate,train,Bawang Merah,7,5,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506
univariate,train,Bawang Merah,7,6,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506
univariate,train,Bawang Merah,7,7,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506
univariate,train,Bawang Merah,7,8,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506
univariate,train,Bawang Merah,7,9,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506
univariate,train,Bawang Merah,7,10,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.2409638554216867
univariate,train,Bawang Merah,7,11,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,12,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,13,0.572289156626506,0.572289156626506,0.572289156626506,0.572289156626506,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,14,0.572289156626506,0.572289156626506,0.572289156626506,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,15,0.572289156626506,0.572289156626506,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,16,0.572289156626506,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,17,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,18,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,19,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,20,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,21,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,22,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,23,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,24,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,25,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,26,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,27,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,28,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,29,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
univariate,train,Bawang Merah,7,30,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867,0.2409638554216867
