date,actual_price,forecast_price
2025-10-01,120550,120308.49
2025-10-02,120550,120231.875
2025-10-03,120550,120126.79
2025-10-06,120550,120005.336
2025-10-07,120550,119878.45
2025-10-08,120550,119748.766
2025-10-09,120550,119627.664
2025-10-10,120550,119519.44
2025-10-13,120550,119398.84
2025-10-14,120550,119284.86
2025-10-15,120550,119175.65
2025-10-16,120550,119069.734
2025-10-17,120550,118966.45
2025-10-20,120550,118865.26
2025-10-21,120550,118766.836
2025-10-22,120550,118672.375
2025-10-23,120550,118580.1
2025-10-24,120700,118490.305
2025-10-27,120450,118403.09
2025-10-28,120450,118318.42
2025-10-29,120450,118236.19
2025-10-30,120450,118156.2
