date,actual_price,forecast_price
2025-10-01,120550,120525.336
2025-10-02,120550,120510.61
2025-10-03,120550,120495.664
2025-10-06,120550,120480.9
2025-10-07,120550,120466.47
2025-10-08,120550,120452.48
2025-10-09,120550,120438.945
2025-10-10,120550,120425.85
2025-10-13,120550,120413.17
2025-10-14,120550,120400.86
2025-10-15,120550,120388.86
2025-10-16,120550,120377.164
2025-10-17,120550,120365.734
2025-10-20,120550,120354.54
2025-10-21,120550,120343.58
2025-10-22,120550,120332.836
2025-10-23,120550,120322.305
2025-10-24,120700,120312.0
2025-10-27,120450,120301.91
2025-10-28,120450,120292.03
2025-10-29,120450,120282.37
2025-10-30,120450,120272.92
