date,actual_price,forecast_price
2025-10-01,120550,120228.44
2025-10-02,120550,120092.6
2025-10-03,120550,119932.05
2025-10-06,120550,119756.34
2025-10-07,120550,119574.93
2025-10-08,120550,119392.16
2025-10-09,120550,119215.51
2025-10-10,120550,119048.836
2025-10-13,120550,118877.63
2025-10-14,120550,118710.82
2025-10-15,120550,118548.055
2025-10-16,120550,118388.79
2025-10-17,120550,118232.7
2025-10-20,120550,118079.52
2025-10-21,120550,117929.34
2025-10-22,120550,117782.48
2025-10-23,120550,117638.49
2025-10-24,120700,117497.34
2025-10-27,120450,117358.99
2025-10-28,120450,117223.375
2025-10-29,120450,117090.42
2025-10-30,120450,116960.05
