date,actual_price,forecast_price
2025-10-01,120550,120353.2
2025-10-02,120550,120251.22
2025-10-03,120550,120132.766
2025-10-06,120550,120011.11
2025-10-07,120550,119892.13
2025-10-08,120550,119778.18
2025-10-09,120550,119669.695
2025-10-10,120550,119566.266
2025-10-13,120550,119467.18
2025-10-14,120550,119371.766
2025-10-15,120550,119279.48
2025-10-16,120550,119189.98
2025-10-17,120550,119102.98
2025-10-20,120550,119018.39
2025-10-21,120550,118936.18
2025-10-22,120550,118856.09
2025-10-23,120550,118778.164
2025-10-24,120700,118702.305
2025-10-27,120450,118628.484
2025-10-28,120450,118556.625
2025-10-29,120450,118486.68
2025-10-30,120450,118418.58
