date,actual_price,forecast_price
2025-10-01,23500,24549.084
2025-10-02,23500,25395.414
2025-10-03,23500,25938.771
2025-10-06,23500,26267.588
2025-10-07,23500,26450.346
2025-10-08,23500,26543.15
2025-10-09,23500,26578.182
2025-10-10,23500,26572.691
2025-10-13,23500,26536.707
2025-10-14,23500,26476.77
2025-10-15,23500,26397.64
2025-10-16,23500,26303.025
2025-10-17,23500,26195.902
2025-10-20,23500,26078.678
2025-10-21,23500,25953.299
2025-10-22,23500,25821.34
2025-10-23,23500,25684.07
2025-10-24,26250,25542.521
2025-10-27,26650,25397.52
2025-10-28,26650,25249.75
2025-10-29,26650,25099.77
2025-10-30,26650,24948.037
