mode,komoditas,window,units,epochs,batch_size,test_MAE,test_RMSE,test_MAPE,forecast_MAPE_Okt2025
multivariate,Bawang Merah,7,32,150,32,663.3872563073392,1241.7706281644084,2.3931611297367823,26.83479747178097
multivariate,Bawang Merah,7,64,150,32,1185.1496201261466,1551.94421788907,4.352353096845193,39.889894225284515
multivariate,Bawang Merah,14,32,150,32,668.116261848341,1266.8992612297302,2.4469745895702033,24.012398959265393
multivariate,Bawang Merah,14,64,150,32,451.3460918986965,1193.5433773529355,1.6562592336846174,15.201996757257074
multivariate,Bawang Merah,30,32,150,32,957.048577724359,1467.4950348805387,3.733621709954609,9.687231798972613
multivariate,Bawang Merah,30,64,150,32,660.4876502403846,1295.778821479687,2.3458274722946997,17.731222619782493
