date,actual_price,forecast_price
2025-10-01,23500,22933.959
2025-10-02,23500,22211.521
2025-10-03,23500,21521.06
2025-10-06,23500,20868.29
2025-10-07,23500,20246.729
2025-10-08,23500,19662.0
2025-10-09,23500,19113.291
2025-10-10,23500,18598.684
2025-10-13,23500,18116.207
2025-10-14,23500,17664.104
2025-10-15,23500,17240.71
2025-10-16,23500,16844.436
2025-10-17,23500,16473.756
2025-10-20,23500,16127.22
2025-10-21,23500,15803.4375
2025-10-22,23500,15501.081
2025-10-23,23500,15218.884
2025-10-24,26250,14955.633
2025-10-27,26650,14710.179
2025-10-28,26650,14481.426
2025-10-29,26650,14268.33
2025-10-30,26650,14069.904
