date,actual_price,forecast_price
2025-10-01,23500,22982.146
2025-10-02,23500,22412.086
2025-10-03,23500,21872.068
2025-10-06,23500,21352.135
2025-10-07,23500,20843.713
2025-10-08,23500,20347.514
2025-10-09,23500,19866.541
2025-10-10,23500,19402.68
2025-10-13,23500,18956.8
2025-10-14,23500,18529.139
2025-10-15,23500,18119.547
2025-10-16,23500,17727.541
2025-10-17,23500,17353.15
2025-10-20,23500,16995.473
2025-10-21,23500,16653.57
2025-10-22,23500,16326.754
2025-10-23,23500,16014.42
2025-10-24,26250,15716.0
2025-10-27,26650,15430.952
2025-10-28,26650,15158.75
2025-10-29,26650,14898.891
2025-10-30,26650,14650.884
