date,actual_price,forecast_price
2025-10-01,23500,23393.893
2025-10-02,23500,23243.918
2025-10-03,23500,23041.178
2025-10-06,23500,22774.295
2025-10-07,23500,22456.95
2025-10-08,23500,22100.791
2025-10-09,23500,21716.197
2025-10-10,23500,21311.91
2025-10-13,23500,20894.895
2025-10-14,23500,20470.543
2025-10-15,23500,20042.973
2025-10-16,23500,19615.295
2025-10-17,23500,19189.852
2025-10-20,23500,18768.41
2025-10-21,23500,18352.283
2025-10-22,23500,17942.445
2025-10-23,23500,17539.604
2025-10-24,26250,17144.266
2025-10-27,26650,16756.773
2025-10-28,26650,16377.343
2025-10-29,26650,16006.092
2025-10-30,26650,15643.05
