date,actual_price,forecast_price
2025-10-01,14150,14122.978
2025-10-02,14150,14095.096
2025-10-03,14150,14067.537
2025-10-06,14150,14040.753
2025-10-07,14150,14014.164
2025-10-08,14150,13987.743
2025-10-09,14150,13961.547
2025-10-10,14150,13935.625
2025-10-13,14150,13910.0205
2025-10-14,14150,13884.774
2025-10-15,14150,13859.922
2025-10-16,14150,13835.498
2025-10-17,14150,13811.532
2025-10-20,14150,13788.046
2025-10-21,14150,13765.06
2025-10-22,14150,13742.586
2025-10-23,14150,13720.629
2025-10-24,14250,13699.197
2025-10-27,14250,13678.286
2025-10-28,14250,13657.896
2025-10-29,14250,13638.02
2025-10-30,14250,13618.649
