date,actual_price,forecast_price
2025-10-01,14150,14072.595
2025-10-02,14150,14001.615
2025-10-03,14150,13928.327
2025-10-06,14150,13857.551
2025-10-07,14150,13790.031
2025-10-08,14150,13725.684
2025-10-09,14150,13664.181
2025-10-10,14150,13605.185
2025-10-13,14150,13548.414
2025-10-14,14150,13493.665
2025-10-15,14150,13440.785
2025-10-16,14150,13389.666
2025-10-17,14150,13340.211
2025-10-20,14150,13292.35
2025-10-21,14150,13246.022
2025-10-22,14150,13201.158
2025-10-23,14150,13157.688
2025-10-24,14250,13115.55
2025-10-27,14250,13074.684
2025-10-28,14250,13035.031
2025-10-29,14250,12996.538
2025-10-30,14250,12959.156
