mode,komoditas,window,units,epochs,batch_size,test_MAE,test_RMSE,test_MAPE,forecast_MAPE_Okt2025
univariate,Gula Pasir,7,32,150,32,42.5257893133603,52.51325652020178,0.2888850250263405,2.1006873873730556
univariate,Gula Pasir,7,64,150,32,80.60819237385341,84.57098575669602,0.5473926854410007,4.6135901004561966
univariate,Gula Pasir,14,32,150,32,101.05262792505938,104.65942843059747,0.6857146499933713,5.082339648060773
univariate,Gula Pasir,14,64,150,32,198.9877860263627,201.808073037538,1.351555158949509,10.24415365749372
univariate,Gula Pasir,30,32,150,32,189.99296875000005,192.92677841186406,1.2908155929288812,9.63160150987889
univariate,Gula Pasir,30,64,150,32,47.266175881410284,56.86794940274519,0.3204417070401171,2.230544122763178
