date,actual_price,forecast_price
2025-10-01,14150,14085.86
2025-10-02,14150,14023.238
2025-10-03,14150,13960.304
2025-10-06,14150,13899.441
2025-10-07,14150,13840.748
2025-10-08,14150,13783.941
2025-10-09,14150,13728.663
2025-10-10,14150,13674.688
2025-10-13,14150,13621.951
2025-10-14,14150,13570.404
2025-10-15,14150,13520.007
2025-10-16,14150,13470.725
2025-10-17,14150,13422.523
2025-10-20,14150,13375.366
2025-10-21,14150,13329.22
2025-10-22,14150,13284.052
2025-10-23,14150,13239.83
2025-10-24,14250,13196.527
2025-10-27,14250,13154.117
2025-10-28,14250,13112.569
2025-10-29,14250,13071.864
2025-10-30,14250,13031.973
