date,actual_price,forecast_price
2025-10-01,14150,13985.044
2025-10-02,14150,13847.018
2025-10-03,14150,13702.382
2025-10-06,14150,13561.902
2025-10-07,14150,13428.836
2025-10-08,14150,13303.771
2025-10-09,14150,13186.131
2025-10-10,14150,13074.953
2025-10-13,14150,12969.283
2025-10-14,14150,12868.332
2025-10-15,14150,12771.51
2025-10-16,14150,12678.41
2025-10-17,14150,12588.766
2025-10-20,14150,12502.399
2025-10-21,14150,12419.194
2025-10-22,14150,12339.057
2025-10-23,14150,12261.907
2025-10-24,14250,12187.661
2025-10-27,14250,12116.233
2025-10-28,14250,12047.528
2025-10-29,14250,11981.443
2025-10-30,14250,11917.875
