date,actual_price,forecast_price
2025-10-01,23500,23595.139
2025-10-02,23500,23608.148
2025-10-03,23500,23573.684
2025-10-06,23500,23516.89
2025-10-07,23500,23453.307
2025-10-08,23500,23394.178
2025-10-09,23500,23346.021
2025-10-10,23500,23311.652
2025-10-13,23500,23291.307
2025-10-14,23500,23283.803
2025-10-15,23500,23287.36
2025-10-16,23500,23300.096
2025-10-17,23500,23320.29
2025-10-20,23500,23346.467
2025-10-21,23500,23377.406
2025-10-22,23500,23412.111
2025-10-23,23500,23449.771
2025-10-24,26250,23489.713
2025-10-27,26650,23531.38
2025-10-28,26650,23574.314
2025-10-29,26650,23618.121
2025-10-30,26650,23662.473
