date,actual_price,forecast_price
2025-10-01,23500,23600.188
2025-10-02,23500,23630.096
2025-10-03,23500,23598.717
2025-10-06,23500,23543.395
2025-10-07,23500,23486.996
2025-10-08,23500,23439.75
2025-10-09,23500,23404.16
2025-10-10,23500,23379.271
2025-10-13,23500,23363.102
2025-10-14,23500,23353.662
2025-10-15,23500,23349.285
2025-10-16,23500,23348.83
2025-10-17,23500,23348.229
2025-10-20,23500,23347.65
2025-10-21,23500,23347.164
2025-10-22,23500,23347.02
2025-10-23,23500,23347.3
2025-10-24,26250,23347.957
2025-10-27,26650,23348.895
2025-10-28,26650,23350.01
2025-10-29,26650,23351.229
2025-10-30,26650,23352.5
