date,actual_price,forecast_price
2025-10-01,23500,22916.19
2025-10-02,23500,22664.271
2025-10-03,23500,22417.781
2025-10-06,23500,22162.533
2025-10-07,23500,21896.3
2025-10-08,23500,21652.627
2025-10-09,23500,21417.127
2025-10-10,23500,21189.33
2025-10-13,23500,20972.564
2025-10-14,23500,20765.662
2025-10-15,23500,20568.219
2025-10-16,23500,20379.9
2025-10-17,23500,20200.44
2025-10-20,23500,20029.428
2025-10-21,23500,19866.5
2025-10-22,23500,19711.314
2025-10-23,23500,19563.533
2025-10-24,26250,19422.822
2025-10-27,26650,19288.865
2025-10-28,26650,19161.354
2025-10-29,26650,19039.99
2025-10-30,26650,18924.49
