date,actual_price,forecast_price
2025-10-01,31650,31963.73
2025-10-02,31650,32453.355
2025-10-03,31650,33047.68
2025-10-06,31650,33637.75
2025-10-07,31650,34187.918
2025-10-08,31650,34686.305
2025-10-09,31650,35144.04
2025-10-10,31650,35567.645
2025-10-13,31650,35960.676
2025-10-14,31650,36325.04
2025-10-15,31650,36662.19
2025-10-16,31650,36973.637
2025-10-17,31650,37260.953
2025-10-20,31650,37525.74
2025-10-21,31650,37769.543
2025-10-22,31650,37993.85
2025-10-23,31650,38200.06
2025-10-24,34600,38389.484
2025-10-27,31900,38563.375
2025-10-28,31900,38722.914
2025-10-29,31900,38869.195
2025-10-30,31900,39003.254
