date,actual_price,forecast_price
2025-10-01,31650,31795.605
2025-10-02,31650,31634.213
2025-10-03,31650,31660.777
2025-10-06,31650,31647.775
2025-10-07,31650,31665.395
2025-10-08,31650,31687.314
2025-10-09,31650,31702.754
2025-10-10,31650,31718.172
2025-10-13,31650,31731.91
2025-10-14,31650,31744.732
2025-10-15,31650,31756.74
2025-10-16,31650,31767.957
2025-10-17,31650,31778.475
2025-10-20,31650,31788.314
2025-10-21,31650,31797.518
2025-10-22,31650,31806.127
2025-10-23,31650,31814.178
2025-10-24,34600,31821.707
2025-10-27,31900,31828.754
2025-10-28,31900,31835.34
2025-10-29,31900,31841.502
2025-10-30,31900,31847.266
