date,actual_price,forecast_price
2025-10-01,31650,31971.61
2025-10-02,31650,32010.03
2025-10-03,31650,32138.98
2025-10-06,31650,32224.053
2025-10-07,31650,32320.24
2025-10-08,31650,32407.604
2025-10-09,31650,32491.633
2025-10-10,31650,32569.4
2025-10-13,31650,32641.666
2025-10-14,31650,32708.314
2025-10-15,31650,32769.76
2025-10-16,31650,32826.31
2025-10-17,31650,32878.31
2025-10-20,31650,32926.086
2025-10-21,31650,32969.945
2025-10-22,31650,33010.17
2025-10-23,31650,33047.027
2025-10-24,34600,33080.777
2025-10-27,31900,33111.652
2025-10-28,31900,33139.883
2025-10-29,31900,33165.67
2025-10-30,31900,33189.227
