date,actual_price,forecast_price
2025-10-01,31650,31021.23
2025-10-02,31650,30608.896
2025-10-03,31650,30397.225
2025-10-06,31650,30258.447
2025-10-07,31650,30149.838
2025-10-08,31650,30052.625
2025-10-09,31650,29961.852
2025-10-10,31650,29876.283
2025-10-13,31650,29795.65
2025-10-14,31650,29719.932
2025-10-15,31650,29649.156
2025-10-16,31650,29583.355
2025-10-17,31650,29523.812
2025-10-20,31650,29469.932
2025-10-21,31650,29421.047
2025-10-22,31650,29376.598
2025-10-23,31650,29336.113
2025-10-24,34600,29299.227
2025-10-27,31900,29265.613
2025-10-28,31900,29234.98
2025-10-29,31900,29207.064
2025-10-30,31900,29181.623
