mode,subset,komoditas,window_size,window_ke,hari_1,hari_2,hari_3,hari_4,hari_5,hari_6,hari_7,target_hari_8
univariate,train,Gula Pasir,7,0,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858
univariate,train,Gula Pasir,7,1,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858
univariate,train,Gula Pasir,7,2,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858
univariate,train,Gula Pasir,7,3,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858
univariate,train,Gula Pasir,7,4,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858
univariate,train,Gula Pasir,7,5,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858
univariate,train,Gula Pasir,7,6,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858
univariate,train,Gula Pasir,7,7,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858
univariate,train,Gula Pasir,7,8,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858
univariate,train,Gula Pasir,7,9,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858
univariate,train,Gula Pasir,7,10,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.4107142857142856
univariate,train,Gula Pasir,7,11,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,12,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,13,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,14,0.2857142857142858,0.2857142857142858,0.2857142857142858,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,15,0.2857142857142858,0.2857142857142858,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,16,0.2857142857142858,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,17,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,18,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,19,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,20,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,21,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,22,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,23,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,24,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,25,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,26,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,27,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,28,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
univariate,train,Gula Pasir,7,29,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856,0.4107142857142856
