date,actual_price,forecast_price
2025-10-01,13000,12946.024
2025-10-02,13000,12914.552
2025-10-03,13000,12877.421
2025-10-06,13000,12839.386
2025-10-07,13000,12802.175
2025-10-08,13000,12766.349
2025-10-09,13000,12731.919
2025-10-10,13000,12698.711
2025-10-13,13000,12666.527
2025-10-14,13000,12635.2295
2025-10-15,13000,12604.743
2025-10-16,13000,12575.047
2025-10-17,13000,12546.154
2025-10-20,13000,12518.09
2025-10-21,13000,12490.876
2025-10-22,13000,12464.436
2025-10-23,13000,12438.788
2025-10-24,13000,12413.898
2025-10-27,13000,12389.739
2025-10-28,13000,12366.281
2025-10-29,13000,12343.496
2025-10-30,13000,12321.36
