date,actual_price,forecast_price
2025-10-01,13000,12957.468
2025-10-02,13000,12920.894
2025-10-03,13000,12883.265
2025-10-06,13000,12848.082
2025-10-07,13000,12814.725
2025-10-08,13000,12782.244
2025-10-09,13000,12750.078
2025-10-10,13000,12718.039
2025-10-13,13000,12686.139
2025-10-14,13000,12654.456
2025-10-15,13000,12623.075
2025-10-16,13000,12592.058
2025-10-17,13000,12561.447
2025-10-20,13000,12531.27
2025-10-21,13000,12501.537
2025-10-22,13000,12472.256
2025-10-23,13000,12443.429
2025-10-24,13000,12415.053
2025-10-27,13000,12387.124
2025-10-28,13000,12359.637
2025-10-29,13000,12332.584
2025-10-30,13000,12305.956
