date,actual_price,forecast_price
2025-10-01,13000,13000.28
2025-10-02,13000,13000.51
2025-10-03,13000,13000.762
2025-10-06,13000,13001.01
2025-10-07,13000,13001.249
2025-10-08,13000,13001.48
2025-10-09,13000,13001.706
2025-10-10,13000,13001.929
2025-10-13,13000,13002.148
2025-10-14,13000,13002.365
2025-10-15,13000,13002.582
2025-10-16,13000,13002.794
2025-10-17,13000,13003.004
2025-10-20,13000,13003.21
2025-10-21,13000,13003.414
2025-10-22,13000,13003.614
2025-10-23,13000,13003.811
2025-10-24,13000,13004.005
2025-10-27,13000,13004.196
2025-10-28,13000,13004.383
2025-10-29,13000,13004.568
2025-10-30,13000,13004.751
