date,actual_price,forecast_price
2025-10-01,13000,12970.14
2025-10-02,13000,12951.869
2025-10-03,13000,12930.696
2025-10-06,13000,12908.183
2025-10-07,13000,12885.14
2025-10-08,13000,12861.973
2025-10-09,13000,12838.883
2025-10-10,13000,12815.989
2025-10-13,13000,12793.157
2025-10-14,13000,12770.544
2025-10-15,13000,12748.149
2025-10-16,13000,12725.979
2025-10-17,13000,12704.039
2025-10-20,13000,12682.335
2025-10-21,13000,12660.863
2025-10-22,13000,12639.63
2025-10-23,13000,12618.627
2025-10-24,13000,12597.859
2025-10-27,13000,12577.323
2025-10-28,13000,12557.015
2025-10-29,13000,12536.936
2025-10-30,13000,12517.08
