date,actual_price,forecast_price
2025-10-01,21150,22985.084
2025-10-02,21150,24614.885
2025-10-03,21150,26029.72
2025-10-06,21150,27345.242
2025-10-07,21150,28573.627
2025-10-08,21150,29722.443
2025-10-09,21150,30793.004
2025-10-10,21150,31790.785
2025-10-13,21150,32720.48
2025-10-14,21150,33585.758
2025-10-15,21150,34390.465
2025-10-16,21150,35138.36
2025-10-17,21150,35833.027
2025-10-20,21150,36477.88
2025-10-21,21150,37076.176
2025-10-22,21150,37631.008
2025-10-23,21150,38145.293
2025-10-24,17800,38621.8
2025-10-27,14850,39063.14
2025-10-28,14850,39471.754
2025-10-29,14850,39849.957
2025-10-30,14850,40199.91
