date,actual_price,forecast_price
2025-10-01,21150,22529.19
2025-10-02,21150,23683.104
2025-10-03,21150,24609.69
2025-10-06,21150,25437.902
2025-10-07,21150,26210.156
2025-10-08,21150,26937.602
2025-10-09,21150,27623.102
2025-10-10,21150,28268.396
2025-10-13,21150,28875.148
2025-10-14,21150,29445.002
2025-10-15,21150,29979.588
2025-10-16,21150,30480.521
2025-10-17,21150,30950.43
2025-10-20,21150,31390.896
2025-10-21,21150,31803.217
2025-10-22,21150,32188.727
2025-10-23,21150,32548.824
2025-10-24,17800,32884.902
2025-10-27,14850,33198.316
2025-10-28,14850,33490.38
2025-10-29,14850,33762.348
2025-10-30,14850,34015.44
