date,actual_price,forecast_price
2025-10-01,21150,23177.264
2025-10-02,21150,25056.62
2025-10-03,21150,26629.197
2025-10-06,21150,28145.43
2025-10-07,21150,29662.148
2025-10-08,21150,31160.627
2025-10-09,21150,32649.062
2025-10-10,21150,34138.73
2025-10-13,21150,35620.402
2025-10-14,21150,37085.32
2025-10-15,21150,38529.12
2025-10-16,21150,39947.875
2025-10-17,21150,41337.03
2025-10-20,21150,42691.973
2025-10-21,21150,44008.168
2025-10-22,21150,45281.18
2025-10-23,21150,46506.82
2025-10-24,17800,47681.355
2025-10-27,14850,48801.598
2025-10-28,14850,49865.03
2025-10-29,14850,50869.816
2025-10-30,14850,51814.82
