date,actual_price,forecast_price
2025-10-01,21150,24023.697
2025-10-02,21150,26619.975
2025-10-03,21150,28709.422
2025-10-06,21150,30567.967
2025-10-07,21150,32258.39
2025-10-08,21150,33810.293
2025-10-09,21150,35237.81
2025-10-10,21150,36549.74
2025-10-13,21150,37754.1
2025-10-14,21150,38858.676
2025-10-15,21150,39870.918
2025-10-16,21150,40797.832
2025-10-17,21150,41646.64
2025-10-20,21150,42423.547
2025-10-21,21150,43134.074
2025-10-22,21150,43783.582
2025-10-23,21150,44377.07
2025-10-24,17800,44919.133
2025-10-27,14850,45414.0
2025-10-28,14850,45865.582
2025-10-29,14850,46277.496
2025-10-30,14850,46653.082
