date,actual_price,forecast_price
2025-10-01,36500,36340.8
2025-10-02,36500,36259.258
2025-10-03,36500,36223.812
2025-10-06,36500,36212.832
2025-10-07,36500,36213.12
2025-10-08,36500,36218.156
2025-10-09,36500,36225.29
2025-10-10,36500,36233.457
2025-10-13,36500,36242.137
2025-10-14,36500,36251.0
2025-10-15,36500,36259.82
2025-10-16,36500,36268.28
2025-10-17,36500,36275.527
2025-10-20,36500,36281.97
2025-10-21,36500,36287.867
2025-10-22,36500,36293.44
2025-10-23,36500,36298.785
2025-10-24,35900,36303.92
2025-10-27,34750,36308.86
2025-10-28,34750,36313.598
2025-10-29,34750,36318.14
2025-10-30,34750,36322.492
