date,actual_price,forecast_price
2025-10-01,36500,35847.69
2025-10-02,36500,35625.71
2025-10-03,36500,35377.9
2025-10-06,36500,35168.48
2025-10-07,36500,34998.004
2025-10-08,36500,34857.48
2025-10-09,36500,34738.44
2025-10-10,36500,34635.004
2025-10-13,36500,34543.47
2025-10-14,36500,34461.555
2025-10-15,36500,34387.78
2025-10-16,36500,34321.11
2025-10-17,36500,34260.207
2025-10-20,36500,34205.01
2025-10-21,36500,34155.043
2025-10-22,36500,34109.906
2025-10-23,36500,34069.133
2025-10-24,35900,34032.33
2025-10-27,34750,33999.1
2025-10-28,34750,33969.11
2025-10-29,34750,33942.027
2025-10-30,34750,33917.57
