date,actual_price,forecast_price
2025-10-01,36500,35787.25
2025-10-02,36500,35459.9
2025-10-03,36500,35138.797
2025-10-06,36500,34847.586
2025-10-07,36500,34601.71
2025-10-08,36500,34409.656
2025-10-09,36500,34270.586
2025-10-10,36500,34178.477
2025-10-13,36500,34124.457
2025-10-14,36500,34098.855
2025-10-15,36500,34092.59
2025-10-16,36500,34097.97
2025-10-17,36500,34109.04
2025-10-20,36500,34121.613
2025-10-21,36500,34133.047
2025-10-22,36500,34141.977
2025-10-23,36500,34147.96
2025-10-24,35900,34151.164
2025-10-27,34750,34152.1
2025-10-28,34750,34151.43
2025-10-29,34750,34149.8
2025-10-30,34750,34147.77
