date,actual_price,forecast_price
2025-10-01,21150,21297.672
2025-10-02,21150,21383.934
2025-10-03,21150,21475.354
2025-10-06,21150,21579.041
2025-10-07,21150,21693.396
2025-10-08,21150,21813.086
2025-10-09,21150,21932.594
2025-10-10,21150,22047.824
2025-10-13,21150,22156.416
2025-10-14,21150,22257.473
2025-10-15,21150,22351.107
2025-10-16,21150,22437.988
2025-10-17,21150,22519.01
2025-10-20,21150,22595.076
2025-10-21,21150,22666.99
2025-10-22,21150,22735.412
2025-10-23,21150,22800.863
2025-10-24,17800,22863.748
2025-10-27,14850,22924.377
2025-10-28,14850,22982.992
2025-10-29,14850,23039.787
2025-10-30,14850,23094.918
