date,actual_price,forecast_price
2025-10-01,21150,21468.865
2025-10-02,21150,21767.824
2025-10-03,21150,22072.896
2025-10-06,21150,22373.637
2025-10-07,21150,22664.754
2025-10-08,21150,22943.984
2025-10-09,21150,23210.896
2025-10-10,21150,23465.992
2025-10-13,21150,23710.182
2025-10-14,21150,23944.46
2025-10-15,21150,24169.756
2025-10-16,21150,24386.854
2025-10-17,21150,24598.441
2025-10-20,21150,24804.424
2025-10-21,21150,25004.72
2025-10-22,21150,25199.424
2025-10-23,21150,25388.633
2025-10-24,17800,25572.463
2025-10-27,14850,25751.033
2025-10-28,14850,25924.455
2025-10-29,14850,26092.834
2025-10-30,14850,26256.264
