date,actual_price,forecast_price
2025-10-01,21150,21777.99
2025-10-02,21150,22334.47
2025-10-03,21150,22899.064
2025-10-06,21150,23465.293
2025-10-07,21150,24032.32
2025-10-08,21150,24602.787
2025-10-09,21150,25175.17
2025-10-10,21150,25748.469
2025-10-13,21150,26322.26
2025-10-14,21150,26896.02
2025-10-15,21150,27469.234
2025-10-16,21150,28041.38
2025-10-17,21150,28611.934
2025-10-20,21150,29180.361
2025-10-21,21150,29746.145
2025-10-22,21150,30308.76
2025-10-23,21150,30867.682
2025-10-24,17800,31422.4
2025-10-27,14850,31972.412
2025-10-28,14850,32517.225
2025-10-29,14850,33056.35
2025-10-30,14850,33589.324
