date,actual_price,forecast_price
2025-10-01,14150,13920.202
2025-10-02,14150,13714.396
2025-10-03,14150,13547.544
2025-10-06,14150,13411.695
2025-10-07,14150,13296.401
2025-10-08,14150,13195.525
2025-10-09,14150,13105.386
2025-10-10,14150,13023.646
2025-10-13,14150,12948.71
2025-10-14,14150,12879.396
2025-10-15,14150,12814.778
2025-10-16,14150,12754.052
2025-10-17,14150,12695.691
2025-10-20,14150,12639.618
2025-10-21,14150,12585.751
2025-10-22,14150,12534.16
2025-10-23,14150,12484.826
2025-10-24,14250,12437.668
2025-10-27,14250,12392.573
2025-10-28,14250,12349.422
2025-10-29,14250,12308.091
2025-10-30,14250,12268.472
